108 ,  0.050
571 ,  0.051
211 ,  0.042
182 ,  0.040
185 ,  0.069
345 ,  0.041
205 ,  0.045
93 ,  0.107
62 ,  0.073
102 ,  0.066
115 ,  0.066
159 ,  0.097
47 ,  0.045
106 ,  0.068
132 ,  0.032
58 ,  0.122
117 ,  0.062
40 ,  0.145
235 ,  0.025
159 ,  0.065
106 ,  0.018
173 ,  0.062
154 ,  0.036
292 ,  0.040
105 ,  0.071
79 ,  0.047
145 ,  0.062
179 ,  0.045
127 ,  0.028
351 ,  0.048
87 ,  0.045
213 ,  0.052
198 ,  0.010
180 ,  0.054
104 ,  0.074
86 ,  0.017
167 ,  0.070
84 ,  0.101
105 ,  0.087
152 ,  0.022
56 ,  0.059
257 ,  0.055
75 ,  0.021
201 ,  0.029
143 ,  0.068
58 ,  0.010
340 ,  0.063
323 ,  0.062
152 ,  0.100
129 ,  0.066
100 ,  0.093
100 ,  0.077
224 ,  0.043
152 ,  0.071
60 ,  0.072
40 ,  0.069
153 ,  0.042
207 ,  0.043
366 ,  0.043
95 ,  0.027
174 ,  0.031
127 ,  0.067
83 ,  0.055
226 ,  0.057
152 ,  0.079
62 ,  0.044
53 ,  0.036
123 ,  0.044
127 ,  0.031
83 ,  0.009
110 ,  0.048
41 ,  0.075
112 ,  0.079
121 ,  0.047
145 ,  0.064
115 ,  0.017
195 ,  0.036
90 ,  0.052
124 ,  0.079
103 ,  0.060
146 ,  0.090
86 ,  0.041
184 ,  0.049
309 ,  0.023
220 ,  0.046
121 ,  0.039
240 ,  0.038
161 ,  0.049
255 ,  0.054
213 ,  0.057
146 ,  0.048
67 ,  0.033
102 ,  0.073
192 ,  0.045
268 ,  0.050
74 ,  0.090
197 ,  0.048
163 ,  0.047
254 ,  0.035
108 ,  0.046
69 ,  0.026
111 ,  0.005
162 ,  0.102
529 ,  0.045
200 ,  0.068
305 ,  0.038
43 ,  0.062
41 ,  0.076
150 ,  0.054
55 ,  0.035
163 ,  0.051
103 ,  0.004
85 ,  0.108
145 ,  0.053
217 ,  0.053
315 ,  0.048
62 ,  0.088
127 ,  0.076
49 ,  0.083
105 ,  0.069
274 ,  0.039
229 ,  0.053
58 ,  0.076
133 ,  0.065
99 ,  0.039
293 ,  0.051
120 ,  0.088
73 ,  0.090
311 ,  0.033
112 ,  0.026
170 ,  0.054
122 ,  0.047
179 ,  0.047
307 ,  0.053
189 ,  0.034
93 ,  0.078
185 ,  0.061
118 ,  0.076
45 ,  0.028
158 ,  0.053
181 ,  0.063
118 ,  0.044
189 ,  0.052
264 ,  0.041
163 ,  0.044
75 ,  0.024
487 ,  0.051
50 ,  0.085
251 ,  0.048
65 ,  0.037
74 ,  0.087
62 ,  0.084
119 ,  0.063
94 ,  0.075
192 ,  0.058
56 ,  0.010
76 ,  0.088
43 ,  0.031
87 ,  0.069
89 ,  0.044
158 ,  0.047
135 ,  0.061
262 ,  0.059
84 ,  0.056
83 ,  0.031
128 ,  0.054
74 ,  0.056
99 ,  0.098
127 ,  0.050
312 ,  0.059
167 ,  0.062
47 ,  0.105
71 ,  0.011
117 ,  0.091
80 ,  0.049
115 ,  0.044
339 ,  0.039
339 ,  0.039
740 ,  0.032
46 ,  0.034
161 ,  0.066
112 ,  0.056
224 ,  0.051
83 ,  0.032
588 ,  0.012
123 ,  0.039
354 ,  0.048
211 ,  0.046
113 ,  0.065
101 ,  0.057
77 ,  0.069
26 ,  0.031
187 ,  0.067
163 ,  0.092
42 ,  0.071
336 ,  0.040
210 ,  0.036
85 ,  0.007
111 ,  0.074
450 ,  0.045
122 ,  0.057
138 ,  0.025
175 ,  0.027
139 ,  0.022
139 ,  0.046
146 ,  0.044
106 ,  0.054
81 ,  0.072
104 ,  0.056
186 ,  0.044
43 ,  0.057
285 ,  0.047
83 ,  0.080
248 ,  0.065
131 ,  0.021
82 ,  0.058
152 ,  0.030
143 ,  0.067
151 ,  0.053
164 ,  0.068
237 ,  0.054
125 ,  0.062
83 ,  0.082
120 ,  0.050
52 ,  0.047
252 ,  0.056
413 ,  0.035
331 ,  0.047
67 ,  0.072
159 ,  0.054
86 ,  0.067
96 ,  0.068
143 ,  0.062
548 ,  0.034
70 ,  0.091
94 ,  0.066
278 ,  0.041
166 ,  0.077
40 ,  0.054
260 ,  0.022
143 ,  0.085
261 ,  0.052
101 ,  0.020
91 ,  0.063
290 ,  0.035
123 ,  0.073
42 ,  0.053
516 ,  0.053
77 ,  0.098
357 ,  0.027
196 ,  0.041
85 ,  0.088
227 ,  0.055
81 ,  0.079
167 ,  0.041
74 ,  0.056
142 ,  0.070
92 ,  0.017
174 ,  0.063
98 ,  0.062
122 ,  0.033
147 ,  0.044
194 ,  0.050
110 ,  0.005
168 ,  0.046
91 ,  0.040
202 ,  0.043
192 ,  0.059
131 ,  0.082
77 ,  0.067
67 ,  0.091
86 ,  0.007
104 ,  0.096
460 ,  0.025
140 ,  0.045
374 ,  0.069
83 ,  0.074
173 ,  0.062
221 ,  0.052
90 ,  0.088
401 ,  0.051
148 ,  0.061
106 ,  0.073
177 ,  0.015
51 ,  0.039
123 ,  0.055
42 ,  0.015
121 ,  0.015
150 ,  0.063
200 ,  0.058
189 ,  0.064
102 ,  0.038
129 ,  0.059
116 ,  0.079
79 ,  0.059
263 ,  0.053
103 ,  0.040
348 ,  0.063
372 ,  0.051
102 ,  0.011
71 ,  0.090
227 ,  0.052
45 ,  0.040
139 ,  0.059
117 ,  0.080
487 ,  0.058
85 ,  0.069
91 ,  0.091
119 ,  0.077
56 ,  0.020
68 ,  0.052
87 ,  0.032
75 ,  0.067
189 ,  0.024
101 ,  0.071
141 ,  0.005
123 ,  0.065
198 ,  0.042
410 ,  0.053
405 ,  0.044
69 ,  0.114
204 ,  0.056
292 ,  0.042
218 ,  0.016
87 ,  0.085
202 ,  0.050
226 ,  0.065
55 ,  0.061
72 ,  0.119
114 ,  0.074
53 ,  0.046
70 ,  0.068
58 ,  0.060
58 ,  0.095
222 ,  0.050
155 ,  0.042
288 ,  0.039
512 ,  0.042
128 ,  0.070
76 ,  0.054
89 ,  0.074
98 ,  0.096
470 ,  0.033
760 ,  0.042
38 ,  0.042
71 ,  0.075
130 ,  0.043
261 ,  0.023
111 ,  0.083
147 ,  0.007
158 ,  0.021
67 ,  0.071
107 ,  0.067
45 ,  0.037
137 ,  0.045
88 ,  0.090
68 ,  0.028
107 ,  0.068
57 ,  0.112
48 ,  0.091
79 ,  0.040
89 ,  0.029
46 ,  0.053
143 ,  0.037
221 ,  0.044
81 ,  0.048
206 ,  0.049
282 ,  0.062
44 ,  0.076
295 ,  0.046
70 ,  0.089
45 ,  0.147
176 ,  0.071
69 ,  0.011
105 ,  0.037
161 ,  0.058
216 ,  0.063
50 ,  0.038
58 ,  0.048
107 ,  0.075
151 ,  0.063
69 ,  0.074
190 ,  0.054
209 ,  0.038
81 ,  0.089
45 ,  0.111
224 ,  0.047
155 ,  0.035
81 ,  0.071
203 ,  0.041
75 ,  0.025
159 ,  0.006
70 ,  0.044
170 ,  0.050
157 ,  0.012
123 ,  0.058
63 ,  0.110
113 ,  0.041
85 ,  0.044
259 ,  0.047
119 ,  0.000
182 ,  0.069
127 ,  0.065
144 ,  0.068
76 ,  0.073
44 ,  0.013
66 ,  0.043
51 ,  0.037
117 ,  0.005
159 ,  0.012
105 ,  0.010
101 ,  0.023
79 ,  0.026
178 ,  0.041
218 ,  0.061
48 ,  0.084
49 ,  0.016
71 ,  0.061
91 ,  0.072
214 ,  0.053
59 ,  0.064
228 ,  0.045
113 ,  0.056
117 ,  0.069
49 ,  0.060
124 ,  0.025
307 ,  0.058
157 ,  0.050
77 ,  0.034
439 ,  0.049
177 ,  0.039
162 ,  0.025
102 ,  0.059
39 ,  0.033
179 ,  0.037
437 ,  0.034
63 ,  0.091
108 ,  0.050
209 ,  0.050
187 ,  0.055
161 ,  0.065
129 ,  0.085
136 ,  0.052
194 ,  0.055
313 ,  0.058
130 ,  0.064
119 ,  0.012
245 ,  0.068
77 ,  0.046
99 ,  0.055
88 ,  0.055
41 ,  0.121
287 ,  0.047
86 ,  0.084
117 ,  0.058
72 ,  0.078
90 ,  0.044
46 ,  0.119
303 ,  0.060
